File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_115135,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,8.627 N,8.026 N,8.016 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
499.500,-0.003,-0.003,-0.005,0.900,0.000
499.510,0.000,0.000,-0.003,0.900,0.000
499.520,-0.006,-0.003,-0.005,0.900,0.000
499.530,0.000,-0.005,0.000,0.900,0.000
499.540,-0.003,-0.003,0.000,0.900,0.000
499.550,-0.009,0.005,-0.003,0.900,0.000
499.560,-0.003,-0.003,-0.005,0.900,0.000
499.570,-0.003,-0.003,-0.003,0.900,0.000
499.580,0.000,-0.005,0.000,0.900,0.000
499.590,0.000,0.000,-0.005,0.900,0.000
499.600,-0.006,-0.003,0.000,0.900,0.000
499.610,-0.003,0.000,0.000,0.900,0.000
499.620,0.000,-0.003,0.000,0.900,0.000
499.630,-0.003,-0.003,-0.005,0.900,0.000
499.640,-0.003,-0.003,-0.003,0.900,0.000
499.650,-0.009,-0.008,-0.008,0.900,0.000
499.660,0.000,-0.003,-0.008,0.900,0.000
499.670,-0.003,0.000,-0.003,0.900,0.000
499.680,0.000,-0.003,0.003,0.900,0.000
499.690,-0.006,0.000,-0.003,0.900,0.000
499.700,-0.003,-0.003,0.000,0.900,0.000
499.710,0.003,-0.005,-0.003,0.900,0.000
499.720,-0.003,-0.003,-0.003,0.900,0.000
499.730,-0.003,-0.003,-0.005,0.900,0.000
499.740,-0.009,0.003,0.000,0.900,0.000
499.750,0.000,-0.005,-0.008,0.900,0.000
499.760,-0.006,-0.003,-0.005,0.900,0.000
499.770,0.000,0.000,-0.005,0.900,0.000
499.780,0.000,-0.003,-0.005,0.900,0.000
499.790,0.000,-0.003,-0.005,0.900,0.000
499.800,-0.003,0.000,-0.003,0.900,0.000
499.810,-0.006,0.000,0.000,0.900,0.000
499.820,-0.006,-0.003,0.003,0.900,0.000
499.830,-0.003,-0.003,-0.005,0.900,0.000
499.840,0.000,-0.005,-0.005,0.900,0.000
499.850,-0.006,-0.003,-0.003,0.900,0.000
499.860,-0.003,0.000,-0.005,0.900,0.000
499.870,-0.006,0.000,-0.003,0.900,0.000
499.880,-0.003,0.003,0.000,0.900,0.000
499.890,-0.006,0.000,-0.005,0.900,0.000
499.900,-0.006,-0.005,-0.005,0.900,0.000
499.910,-0.003,-0.005,0.000,0.900,0.000
499.920,0.000,0.000,-0.003,0.900,0.000
499.930,-0.003,0.003,-0.003,0.900,0.000
499.940,-0.006,0.000,0.003,0.900,0.000
499.950,-0.003,-0.003,0.000,0.900,0.000
499.960,-0.003,-0.003,-0.003,0.900,0.000
499.970,-0.003,-0.005,-0.003,0.900,0.000
499.980,-0.003,-0.003,-0.005,0.900,0.000
499.990,-0.006,-0.003,-0.005,0.900,0.000
500.000,-0.003,0.000,-0.003,0.900,0.000
500.010,0.000,0.000,-0.003,0.900,0.000
500.020,-0.006,0.000,-0.003,0.900,0.000
500.030,-0.003,-0.005,-0.005,0.900,0.000
500.040,-0.003,0.000,0.000,0.900,0.000
500.050,-0.006,-0.003,-0.005,0.900,0.000
500.060,0.000,-0.003,-0.003,0.900,0.000
500.070,0.003,-0.003,0.000,0.900,0.000
500.080,0.000,-0.005,-0.003,0.900,0.000
500.090,-0.006,-0.005,-0.003,0.900,0.000
500.100,-0.003,0.000,-0.003,0.900,0.000
500.110,-0.003,0.000,-0.003,0.900,0.000
500.120,-0.003,-0.003,-0.005,0.900,0.000
500.130,-0.003,-0.003,0.000,0.900,0.000
500.140,-0.003,-0.005,0.000,0.900,0.000
500.150,-0.006,0.000,0.003,0.900,0.000
500.160,0.000,-0.003,-0.003,0.900,0.000
500.170,-0.003,-0.005,-0.003,0.900,0.000
500.180,0.000,-0.003,-0.005,0.900,0.000
500.190,0.000,0.000,0.000,0.900,0.000
500.200,-0.006,-0.008,-0.005,0.900,0.000
500.210,0.000,-0.003,-0.005,0.900,0.000
500.220,-0.003,0.000,0.000,0.900,0.000
500.230,-0.003,-0.003,-0.003,0.900,0.000
500.240,0.000,-0.003,-0.005,0.900,0.000
500.250,0.000,-0.003,-0.005,0.900,0.000
500.260,-0.003,0.003,-0.005,0.900,0.000
500.270,-0.003,-0.003,-0.003,0.900,0.000
500.280,0.000,0.000,0.003,0.900,0.000
500.290,0.000,0.000,0.000,0.900,0.000
500.300,-0.003,-0.003,-0.003,0.900,0.000
500.310,0.000,-0.003,-0.003,0.900,0.000
500.320,-0.006,-0.005,-0.005,0.900,0.000
500.330,-0.003,0.003,0.000,0.900,0.000
500.340,-0.003,0.003,-0.003,0.900,0.000
500.350,-0.006,-0.003,-0.003,0.900,0.000
500.360,-0.006,-0.005,0.003,0.900,0.000
500.370,-0.003,0.000,0.000,0.900,0.000
500.380,-0.003,-0.003,-0.005,0.900,0.000
500.390,-0.006,-0.005,-0.005,0.900,0.000
500.400,-0.006,-0.005,-0.008,0.900,0.000
500.410,-0.003,0.000,-0.003,0.900,0.000
500.420,0.003,0.000,0.003,0.900,0.000
500.430,-0.003,0.000,0.000,0.900,0.000
500.440,0.000,-0.008,-0.005,0.900,0.000
500.450,-0.006,-0.005,-0.003,0.900,0.000
500.460,-0.003,-0.005,-0.003,0.900,0.000
500.470,0.000,0.000,-0.005,0.900,0.000
500.480,0.000,0.000,0.000,0.900,0.000
500.490,0.000,0.000,-0.003,0.900,0.000
500.500,-0.003,-0.005,-0.005,0.900,0.000
500.510,-0.003,-0.003,-0.005,0.900,0.000
500.520,0.000,-0.003,-0.005,0.900,0.000
500.530,-0.003,-0.003,-0.003,0.900,0.000
500.540,-0.003,-0.003,-0.003,0.900,0.000
500.550,-0.003,0.000,-0.003,0.900,0.000
500.560,0.000,-0.003,-0.003,0.900,0.000
500.570,-0.006,-0.005,-0.003,0.900,0.000
500.580,0.000,-0.003,-0.005,0.900,0.000
500.590,-0.003,-0.003,0.000,0.900,0.000
500.600,0.000,0.000,-0.005,0.900,0.000
500.610,0.000,-0.005,-0.003,0.900,0.000
500.620,-0.003,0.000,0.000,0.900,0.000
500.630,-0.003,-0.003,-0.003,0.900,0.000
500.640,-0.003,0.000,-0.005,0.900,0.000
500.650,-0.003,-0.003,-0.003,0.900,0.000
500.660,-0.003,-0.003,-0.005,0.900,0.000
500.670,0.000,0.000,-0.005,0.900,0.000
500.680,-0.003,0.000,0.000,0.900,0.000
500.690,-0.003,0.000,0.000,0.900,0.000
500.700,0.000,-0.003,-0.003,0.900,0.000
500.710,0.000,-0.003,-0.008,0.900,0.000
500.720,-0.003,-0.003,-0.005,0.900,0.000
500.730,-0.003,-0.005,-0.003,0.900,0.000
500.740,-0.003,-0.003,-0.003,0.900,0.000
500.750,0.000,0.000,0.003,0.900,0.000
500.760,0.000,0.000,-0.005,0.900,0.000
500.770,-0.003,0.000,-0.003,0.900,0.000
500.780,-0.003,-0.003,-0.003,0.900,0.000
500.790,0.003,-0.003,-0.005,0.900,0.000
500.800,-0.003,-0.003,-0.003,0.000,0.000
500.810,-0.003,-0.003,-0.003,0.900,0.000
500.820,0.000,0.000,0.000,0.900,0.000
500.830,-0.003,-0.003,-0.005,0.900,0.000
500.840,-0.006,-0.003,-0.003,0.900,0.000
500.850,0.000,-0.005,-0.003,0.900,0.000
500.860,-0.003,-0.005,-0.005,0.900,0.000
500.870,0.000,0.000,-0.005,0.900,0.000
500.880,-0.003,-0.003,0.003,0.900,0.000
500.890,0.000,-0.003,-0.003,0.900,0.000
500.900,-0.006,-0.005,0.000,0.900,0.000
500.910,0.000,0.000,-0.003,0.900,0.000
500.920,0.000,-0.005,-0.003,0.900,0.000
500.930,-0.003,-0.003,-0.003,0.900,0.000
500.940,-0.003,-0.003,-0.005,0.900,0.000
500.950,-0.003,0.003,0.005,0.900,0.000
500.960,0.000,0.000,-0.003,0.900,0.000
500.970,-0.006,-0.005,-0.003,0.900,0.000
500.980,0.000,-0.003,0.000,0.900,0.000
500.990,-0.009,0.000,-0.008,0.900,0.000
501.000,-0.003,-0.003,-0.003,0.900,0.000
501.010,-0.006,-0.003,0.000,0.900,0.000
501.020,-0.003,0.000,0.000,0.900,0.000
501.030,0.000,-0.003,-0.003,0.900,0.000
501.040,-0.003,-0.005,-0.005,0.900,0.000
501.050,-0.006,-0.003,-0.003,0.900,0.000
501.060,0.000,0.000,-0.005,0.900,0.000
501.070,0.000,-0.003,-0.003,0.900,0.000
501.080,-0.003,0.000,0.003,0.900,0.000
501.090,-0.003,-0.003,-0.003,0.900,0.000
501.100,-0.006,-0.003,-0.005,0.900,0.000
501.110,-0.003,-0.005,-0.003,0.900,0.000
501.120,-0.003,0.000,0.003,0.900,0.000
501.130,-0.003,0.000,-0.003,0.900,0.000
501.140,-0.003,0.000,-0.005,0.900,0.000
501.150,0.000,-0.003,0.003,0.900,0.000
501.160,-0.006,-0.005,0.003,0.900,0.000
501.170,0.000,-0.005,-0.005,0.900,0.000
501.180,0.000,-0.005,-0.003,0.900,0.000
501.190,-0.003,-0.005,-0.003,0.900,0.000
501.200,-0.003,0.000,-0.005,0.900,0.000
501.210,-0.003,0.000,-0.003,0.900,0.000
501.220,0.000,-0.003,-0.003,0.900,0.000
501.230,-0.003,0.003,-0.003,0.900,0.000
501.240,-0.003,-0.003,-0.003,0.900,0.000
501.250,-0.003,0.000,-0.005,0.900,0.000
501.260,-0.006,-0.003,-0.005,0.900,0.000
501.270,-0.003,-0.003,-0.003,0.900,0.000
501.280,0.000,0.000,0.000,0.900,0.000
501.290,0.000,0.000,0.003,0.900,0.000
501.300,0.000,0.000,0.000,0.900,0.000
501.310,0.000,-0.005,0.000,0.900,0.000
501.320,0.003,-0.008,-0.003,0.900,0.000
501.330,-0.006,-0.003,-0.005,0.900,0.000
501.340,0.000,0.000,-0.003,0.900,0.000
501.350,0.000,0.000,0.000,0.900,0.000
501.360,-0.003,0.003,0.000,0.900,0.000
501.370,0.000,-0.005,-0.005,0.900,0.000
501.380,0.000,-0.003,-0.003,0.900,0.000
501.390,-0.006,-0.003,-0.003,0.900,0.000
501.400,-0.003,-0.005,-0.005,0.900,0.000
501.410,-0.006,-0.003,-0.003,0.900,0.000
501.420,-0.003,0.000,-0.003,0.900,0.000
501.430,0.000,-0.005,-0.003,0.900,0.000
501.440,-0.006,-0.003,-0.003,0.900,0.000
501.450,-0.006,0.000,0.000,0.900,0.000
501.460,-0.003,-0.003,-0.008,0.900,0.000
501.470,0.000,0.000,-0.005,0.900,0.000
501.480,-0.003,-0.003,0.000,0.900,0.000
501.490,-0.003,-0.003,0.000,0.900,0.000
501.500,-0.003,0.000,0.000,0.900,0.000
501.510,-0.006,-0.003,0.000,0.900,0.000
501.520,0.000,-0.003,-0.003,0.900,0.000
501.530,-0.003,-0.003,-0.005,0.900,0.000
501.540,-0.003,-0.005,-0.003,0.900,0.000
501.550,-0.006,-0.003,0.005,0.900,0.000
501.560,-0.003,0.000,0.000,0.900,0.000
501.570,-0.003,-0.003,-0.005,0.900,0.000
501.580,-0.003,0.000,-0.005,0.900,0.000
501.590,-0.006,-0.005,-0.005,0.900,0.000
501.600,-0.006,0.000,-0.005,0.900,0.000
501.610,-0.003,-0.003,-0.003,0.900,0.000
501.620,0.000,-0.003,0.003,0.900,0.000
501.630,-0.006,-0.003,-0.003,0.900,0.000
501.640,-0.003,-0.005,-0.003,0.900,0.000
501.650,-0.003,0.000,-0.003,0.900,0.000
501.660,-0.003,-0.003,-0.005,0.900,0.000
501.670,0.000,-0.005,-0.003,0.900,0.000
501.680,0.000,0.000,0.000,0.900,0.000
501.690,-0.003,-0.003,0.000,0.900,0.000
501.700,0.000,-0.003,0.000,0.900,0.000
501.710,0.000,-0.005,-0.003,0.900,0.000
501.720,-0.003,-0.003,-0.003,0.900,0.000
501.730,-0.003,-0.005,-0.008,0.900,0.000
501.740,-0.006,0.000,-0.003,0.900,0.000
501.750,-0.003,0.000,0.000,0.900,0.000
501.760,0.000,-0.003,-0.003,0.900,0.000
501.770,-0.003,0.000,-0.005,0.900,0.000
501.780,-0.003,-0.005,-0.008,0.900,0.000
501.790,-0.003,-0.003,-0.005,0.900,0.000
501.800,-0.003,-0.003,-0.003,0.900,0.000
501.810,-0.003,0.000,0.003,0.900,0.000
501.820,-0.003,0.000,0.000,0.900,0.000
501.830,-0.006,-0.003,-0.003,0.900,0.000
501.840,0.000,-0.005,-0.003,0.900,0.000
501.850,0.000,-0.005,-0.005,0.900,0.000
501.860,-0.006,-0.005,-0.003,0.900,0.000
501.870,0.000,-0.003,0.000,0.900,0.000
501.880,-0.003,-0.003,-0.003,0.900,0.000
501.890,-0.006,0.000,0.000,0.900,0.000
501.900,-0.003,0.000,-0.003,0.900,0.000
501.910,0.000,-0.003,-0.005,0.900,0.000
501.920,-0.003,-0.003,-0.003,0.900,0.000
501.930,-0.006,-0.003,-0.008,0.900,0.000
501.940,-0.003,-0.003,-0.003,0.900,0.000
501.950,0.000,-0.003,0.003,0.900,0.000
501.960,0.000,-0.003,-0.005,0.900,0.000
501.970,0.000,-0.003,-0.003,0.900,0.000
501.980,-0.006,-0.005,-0.003,0.900,0.000
501.990,0.000,0.000,-0.008,0.900,0.000
502.000,-0.003,-0.003,-0.003,0.900,0.000
502.010,0.000,0.000,-0.003,0.900,0.000
502.020,0.000,0.003,0.000,0.900,0.000
502.030,-0.003,0.000,0.000,0.900,0.000
502.040,0.000,0.000,-0.003,0.900,0.000
502.050,-0.003,-0.003,-0.003,0.900,0.000
502.060,-0.003,0.000,-0.003,0.900,0.000
502.070,-0.003,-0.003,0.000,0.900,0.000
502.080,-0.003,-0.005,0.003,0.900,0.000
502.090,-0.003,0.000,0.000,0.900,0.000
502.100,-0.006,-0.005,-0.003,0.900,0.000
502.110,-0.003,-0.003,-0.003,0.900,0.000
502.120,-0.003,0.000,0.000,0.900,0.000
502.130,0.003,0.000,-0.003,0.900,0.000
502.140,-0.003,-0.005,-0.005,0.900,0.000
502.150,-0.003,0.000,0.003,0.900,0.000
502.160,-0.003,0.000,0.003,0.900,0.000
502.170,0.003,-0.003,-0.003,0.900,0.000
502.180,0.000,0.000,0.000,0.900,0.000
502.190,-0.003,-0.003,-0.005,0.900,0.000
502.200,-0.003,-0.005,-0.003,0.900,0.000
502.210,0.000,0.000,-0.003,0.900,0.000
502.220,-0.003,0.000,0.000,0.900,0.000
502.230,-0.003,-0.003,0.000,0.900,0.000
502.240,-0.003,-0.003,-0.003,0.900,0.000
502.250,0.000,-0.005,-0.003,0.900,0.000
502.260,-0.003,-0.003,-0.005,0.900,0.000
502.270,-0.003,-0.003,-0.003,0.900,0.000
502.280,0.003,-0.003,0.003,0.900,0.000
502.290,-0.003,0.000,-0.003,0.900,0.000
502.300,-0.003,-0.005,-0.003,0.900,0.000
502.310,-0.006,-0.005,-0.003,0.900,0.000
502.320,0.000,-0.003,-0.003,0.900,0.000
502.330,-0.003,-0.003,-0.003,0.900,0.000
502.340,0.000,0.000,-0.003,0.900,0.000
502.350,-0.003,0.000,0.003,0.900,0.000
502.360,-0.003,-0.005,-0.005,0.900,0.000
502.370,-0.003,-0.003,-0.003,0.900,0.000
502.380,0.000,-0.003,-0.010,0.900,0.000
502.390,-0.006,0.000,-0.008,0.900,0.000
502.400,-0.006,0.000,-0.008,0.900,0.000
502.410,-0.006,-0.003,-0.003,0.900,0.000
502.420,-0.003,0.000,0.000,0.900,0.000
502.430,0.000,-0.003,-0.003,0.900,0.000
502.440,0.000,-0.003,-0.005,0.900,0.000
502.450,0.000,-0.005,-0.003,0.900,0.000
502.460,0.000,-0.005,-0.008,0.900,0.000
502.470,-0.003,-0.003,-0.008,0.900,0.000
502.480,-0.006,0.000,0.005,0.900,0.000
502.490,-0.003,-0.003,0.003,0.900,0.000
502.500,-0.009,-0.003,0.000,0.900,0.000
502.510,-0.003,-0.003,-0.005,0.900,0.000
502.520,-0.003,-0.003,0.000,0.900,0.000
502.530,-0.003,0.003,-0.008,0.900,0.000
502.540,-0.006,0.000,0.000,0.900,0.000
502.550,0.000,-0.005,0.000,0.900,0.000
502.560,-0.003,-0.003,-0.003,0.900,0.000
502.570,-0.003,-0.003,0.000,0.900,0.000
502.580,0.000,-0.003,0.000,0.900,0.000
502.590,-0.003,-0.003,-0.003,0.900,0.000
502.600,-0.003,0.000,-0.005,0.900,0.000
502.610,0.000,0.000,-0.003,0.900,0.000
502.620,-0.003,-0.003,0.000,0.900,0.000
502.630,0.000,-0.003,0.000,0.900,0.000
502.640,-0.003,-0.003,-0.003,0.900,0.000
502.650,0.000,-0.003,-0.005,0.900,0.000
502.660,-0.003,-0.008,-0.003,0.900,0.000
502.670,-0.003,0.000,-0.005,0.900,0.000
502.680,0.000,0.000,0.003,0.900,0.000
502.690,-0.003,-0.003,0.000,0.900,0.000
502.700,-0.003,-0.005,-0.003,0.900,0.000
502.710,0.000,-0.003,-0.003,0.900,0.000
502.720,-0.009,-0.003,-0.003,0.900,0.000
502.730,-0.003,-0.003,-0.005,0.900,0.000
502.740,-0.009,-0.003,-0.003,0.900,0.000
502.750,0.000,0.000,0.000,0.900,0.000
502.760,-0.003,-0.003,0.000,0.900,0.000
502.770,-0.006,-0.003,-0.003,0.900,0.000
502.780,0.000,0.000,-0.005,0.900,0.000
502.790,0.000,-0.003,-0.003,0.900,0.000
502.800,-0.003,-0.003,-0.008,0.900,0.000
502.810,-0.003,0.000,-0.005,0.900,0.000
502.820,-0.003,-0.003,0.003,0.900,0.000
502.830,0.000,-0.003,-0.005,0.900,0.000
502.840,-0.003,0.000,-0.003,0.900,0.000
502.850,-0.006,0.000,-0.003,0.900,0.000
502.860,-0.003,0.000,-0.008,0.900,0.000
502.870,-0.003,-0.003,-0.003,0.900,0.000
502.880,0.000,0.000,0.003,0.900,0.000
502.890,-0.003,-0.003,0.003,0.900,0.000
502.900,-0.003,0.000,-0.003,0.900,0.000
502.910,-0.003,-0.003,-0.003,0.900,0.000
502.920,0.000,-0.005,-0.003,0.900,0.000
502.930,0.003,0.000,-0.003,0.900,0.000
502.940,-0.003,0.000,-0.003,0.900,0.000
502.950,-0.003,0.000,0.003,0.900,0.000
502.960,0.000,0.003,-0.003,0.900,0.000
502.970,-0.003,-0.003,-0.005,0.900,0.000
502.980,-0.003,-0.003,-0.005,0.900,0.000
502.990,-0.003,0.000,-0.005,0.900,0.000
503.000,0.000,0.000,-0.010,0.900,0.000
503.010,-0.003,0.003,0.000,0.900,0.000
503.020,-0.003,-0.003,0.003,0.900,0.000
503.030,0.000,-0.003,-0.003,0.900,0.000
503.040,0.003,-0.003,-0.003,0.900,0.000
503.050,0.000,-0.003,-0.003,0.900,0.000
503.060,0.003,-0.003,-0.005,0.900,0.000
503.070,-0.006,-0.003,-0.005,0.900,0.000
503.080,0.003,0.000,0.003,0.900,0.000
503.090,0.003,0.000,-0.003,0.900,0.000
503.100,0.000,-0.008,-0.005,0.900,0.000
503.110,-0.003,0.000,-0.003,0.900,0.000
503.120,0.000,0.003,-0.003,0.900,0.000
503.130,-0.003,-0.003,-0.005,0.900,0.000
503.140,-0.003,-0.005,-0.005,0.900,0.000
503.150,0.000,-0.003,0.000,0.900,0.000
503.160,-0.003,-0.003,-0.003,0.900,0.000
503.170,-0.003,-0.008,-0.005,0.900,0.000
503.180,-0.003,-0.005,-0.008,0.900,0.000
503.190,0.003,-0.003,-0.005,0.900,0.000
503.200,-0.003,0.000,0.003,0.900,0.000
503.210,-0.003,0.000,0.000,0.900,0.000
503.220,-0.003,0.000,0.003,0.900,0.000
503.230,0.000,0.000,-0.003,0.900,0.000
503.240,-0.003,-0.005,-0.003,0.900,0.000
503.250,-0.003,-0.005,-0.005,0.900,0.000
503.260,-0.009,-0.005,-0.005,0.900,0.000
503.270,0.000,-0.003,-0.005,0.900,0.000
503.280,-0.003,-0.003,0.000,0.900,0.000
503.290,-0.003,0.000,-0.003,0.900,0.000
503.300,-0.003,0.000,-0.005,0.900,0.000
503.310,-0.003,-0.003,-0.005,0.900,0.000
503.320,-0.003,0.000,-0.005,0.900,0.000
503.330,-0.003,0.000,-0.003,0.900,0.000
503.340,0.000,-0.003,-0.003,0.900,0.000
503.350,-0.003,-0.005,-0.003,0.900,0.000
503.360,0.003,0.000,0.000,0.900,0.000
503.370,0.000,0.000,-0.005,0.900,0.000
503.380,-0.006,0.000,-0.003,0.900,0.000
503.390,0.000,-0.005,-0.005,0.900,0.000
503.400,-0.003,-0.005,-0.005,0.900,0.000
503.410,-0.003,-0.003,0.000,0.900,0.000
503.420,-0.003,-0.003,0.000,0.900,0.000
503.430,0.003,-0.003,0.000,0.900,0.000
503.440,-0.003,-0.005,-0.003,0.900,0.000
503.450,-0.006,-0.003,-0.003,0.900,0.000
503.460,-0.003,-0.003,-0.005,0.900,0.000
503.470,0.000,-0.003,-0.008,0.900,0.000
503.480,-0.003,0.003,0.000,0.900,0.000
503.490,-0.003,0.000,0.000,0.900,0.000
503.500,-0.009,-0.003,-0.005,0.900,0.000
503.510,-0.006,-0.008,-0.005,0.900,0.000
503.520,-0.003,-0.003,0.000,0.900,0.000
503.530,-0.003,-0.005,-0.008,0.900,0.000
503.540,-0.003,0.000,0.000,0.900,0.000
503.550,0.000,0.000,0.000,0.900,0.000
503.560,0.000,0.000,-0.003,0.900,0.000
503.570,0.000,-0.003,-0.003,0.900,0.000
503.580,-0.003,0.000,-0.003,0.900,0.000
503.590,-0.003,-0.003,-0.005,0.900,0.000
503.600,0.000,0.000,-0.005,0.900,0.000
503.610,0.000,-0.005,0.003,0.900,0.000
503.620,-0.006,0.000,-0.003,0.900,0.000
503.630,-0.003,-0.003,-0.003,0.900,0.000
503.640,-0.003,0.000,-0.005,0.900,0.000
503.650,0.003,-0.003,-0.005,0.900,0.000
503.660,0.000,-0.003,-0.005,0.900,0.000
503.670,-0.003,-0.005,-0.005,0.900,0.000
503.680,0.000,0.000,0.000,0.900,0.000
503.690,-0.003,-0.003,0.000,0.900,0.000
503.700,-0.003,0.000,-0.003,0.900,0.000
503.710,-0.003,-0.005,0.000,0.900,0.000
503.720,-0.003,-0.003,-0.005,0.900,0.000
503.730,-0.006,-0.003,-0.008,0.900,0.000
503.740,0.003,-0.005,-0.003,0.900,0.000
503.750,-0.003,0.003,0.005,0.900,0.000
503.760,-0.006,-0.003,-0.003,0.900,0.000
503.770,-0.006,-0.003,-0.003,0.900,0.000
503.780,-0.006,0.000,-0.003,0.900,0.000
503.790,0.000,-0.003,-0.005,0.900,0.000
503.800,-0.003,-0.003,-0.003,0.900,0.000
503.810,-0.003,-0.003,0.000,0.900,0.000
503.820,-0.003,-0.003,-0.003,0.900,0.000
503.830,0.000,-0.003,0.000,0.900,0.000
503.840,0.000,-0.005,-0.008,0.900,0.000
503.850,-0.003,0.000,-0.003,0.900,0.000
503.860,-0.003,-0.003,-0.003,0.900,0.000
503.870,-0.006,0.000,-0.003,0.900,0.000
503.880,-0.003,0.000,-0.003,0.900,0.000
503.890,0.000,-0.005,0.003,0.900,0.000
503.900,0.000,-0.003,0.000,0.900,0.000
503.910,-0.006,-0.003,-0.005,0.900,0.000
503.920,-0.006,0.000,-0.005,0.900,0.000
503.930,-0.003,-0.005,-0.005,0.900,0.000
503.940,0.000,-0.003,-0.003,0.900,0.000
503.950,-0.003,0.000,-0.003,0.900,0.000
503.960,-0.003,-0.003,0.003,0.900,0.000
503.970,0.000,-0.003,-0.005,0.900,0.000
503.980,0.000,-0.003,0.000,0.900,0.000
503.990,-0.003,-0.005,-0.003,0.900,0.000
504.000,-0.006,-0.003,-0.003,0.900,0.000
504.010,-0.003,0.003,0.000,0.900,0.000
504.020,0.000,0.000,0.003,0.900,0.000
504.030,-0.003,0.000,0.003,0.900,0.000
504.040,0.003,0.000,-0.005,0.900,0.000
504.050,-0.003,0.000,0.000,0.900,0.000
504.060,0.000,0.000,-0.005,0.900,0.000
504.070,-0.003,-0.003,0.003,0.900,0.000
504.080,-0.003,0.003,0.000,0.900,0.000
504.090,-0.003,-0.005,-0.003,0.900,0.000
504.100,-0.003,-0.005,-0.005,0.900,0.000
504.110,-0.003,-0.003,-0.003,0.900,0.000
504.120,-0.003,0.000,-0.003,0.900,0.000
504.130,-0.003,-0.003,-0.003,0.900,0.000
504.140,-0.006,-0.005,-0.003,0.900,0.000
504.150,-0.003,-0.003,0.000,0.900,0.000
504.160,-0.003,0.000,-0.003,0.900,0.000
504.170,0.000,-0.003,-0.005,0.900,0.000
504.180,-0.003,-0.003,-0.003,0.900,0.000
504.190,0.000,-0.003,-0.005,0.900,0.000
504.200,-0.006,-0.003,-0.005,0.900,0.000
504.210,0.000,0.000,-0.003,0.900,0.000
504.220,0.000,0.000,0.003,0.900,0.000
504.230,-0.003,0.000,0.000,0.900,0.000
504.240,-0.003,-0.003,-0.005,0.900,0.000
504.250,0.000,-0.005,-0.003,0.900,0.000
504.260,0.000,-0.003,-0.005,0.900,0.000
504.270,0.000,0.000,-0.005,0.900,0.000
504.280,-0.006,0.000,-0.003,0.900,0.000
504.290,-0.003,-0.003,0.003,0.900,0.000
504.300,-0.003,0.000,-0.003,0.900,0.000
504.310,0.000,-0.003,-0.005,0.900,0.000
504.320,-0.003,0.000,-0.003,0.900,0.000
504.330,0.003,-0.003,-0.005,0.900,0.000
504.340,-0.003,-0.003,-0.003,0.900,0.000
504.350,0.000,-0.003,0.000,0.900,0.000
504.360,-0.006,0.000,-0.003,0.900,0.000
504.370,0.000,-0.003,-0.008,0.900,0.000
504.380,-0.006,-0.003,-0.005,0.900,0.000
504.390,-0.003,-0.005,-0.008,0.900,0.000
504.400,0.000,-0.003,-0.005,0.900,0.000
504.410,-0.003,0.003,0.000,0.900,0.000
504.420,-0.003,-0.003,0.003,0.900,0.000
504.430,-0.006,-0.005,-0.003,0.900,0.000
504.440,-0.003,0.000,-0.005,0.900,0.000
504.450,-0.003,0.000,-0.003,0.900,0.000
504.460,-0.003,0.003,-0.005,0.900,0.000
504.470,-0.003,0.003,-0.003,0.900,0.000
504.480,-0.003,0.003,0.000,0.900,0.000
504.490,-0.009,0.003,-0.003,0.900,0.000
504.500,-0.003,0.000,-0.008,0.900,0.000
504.510,-0.003,0.000,-0.003,0.900,0.000
504.520,-0.003,0.000,0.000,0.900,0.000
504.530,-0.003,0.000,-0.003,0.900,0.000
504.540,0.003,0.003,-0.003,0.900,0.000
504.550,-0.003,0.003,0.003,0.900,0.000
504.560,-0.003,0.000,-0.003,0.900,0.000
504.570,-0.003,-0.005,-0.003,0.900,0.000
504.580,0.000,0.000,-0.008,0.900,0.000
504.590,-0.006,0.000,-0.005,0.900,0.000
504.600,0.000,-0.003,-0.008,0.900,0.000
504.610,0.000,-0.005,-0.003,0.900,0.000
504.620,-0.003,0.000,-0.003,0.900,0.000
504.630,0.000,0.000,0.003,0.900,0.000
504.640,-0.003,-0.010,-0.008,0.900,0.000
504.650,0.003,-0.003,-0.003,0.900,0.000
504.660,0.000,-0.005,-0.005,0.900,0.000
504.670,-0.003,0.000,-0.005,0.900,0.000
504.680,-0.009,0.000,0.000,0.900,0.000
504.690,-0.003,-0.003,-0.003,0.900,0.000
504.700,-0.003,-0.003,-0.005,0.900,0.000
504.710,0.000,-0.005,-0.005,0.900,0.000
504.720,-0.003,0.000,-0.008,0.900,0.000
504.730,-0.006,-0.005,-0.003,0.900,0.000
504.740,-0.006,-0.005,-0.003,0.900,0.000
504.750,-0.006,0.000,0.000,0.900,0.000
504.760,-0.003,0.000,0.000,0.900,0.000
504.770,-0.006,-0.003,-0.008,0.900,0.000
504.780,-0.003,-0.005,-0.003,0.900,0.000
504.790,-0.003,-0.003,-0.005,0.900,0.000
